Month,RowID,Response ID,"Overall, how satisfied are you with your experience living on campus at SDSU in the last 30 days?",Please explain why you are not satisfied with your experience living on campus at SDSU:,Front Desk,Wepa Printing Kiosk,Laundry Facilities,"Outdoor Recreation Facilities (pool, patio, fire pit, etc.)",The UPS Store,Streeme TV or Cable,WiFi,Residential Bike Storage and Bike Racks,Surfboard Storage,Community Study Areas,Community Kitchens,Vending Machines,Have you utilized a STAR Center in the last 30 days?,Please explain why you are not using the Star Center:,"Cleanliness of your residential community common areas (bathrooms, laundry rooms, hallways, lounges)","Maintenance of your residential community (furniture, utilities, appliances)","Amenities of your residential community (i.e., wifi, lounges, furniture, laundry, outdoor recreational spaces)","Please explain why you are unsatisfied with the Cleanliness, Maintenance, or Amenities of your residential community:",Within your residential community,Overall on campus,"Off campus, but within 1 mile of the university",Please tell us how the safety conditions on campus can be improved:,Have you submitted a service request in the last 30 days?,Please select the reason for why you have not submitted a service request in the last 30 days: - Selected Choice,"Other, please specify Text for why you have not submitted a service request in the last 30 days","To what degree do you agree or disagree with the following statement? I consider the responsibility of keeping the communal areas (bathrooms, laundry rooms, hallways, lounge) tidy as a shared responsibility amongst residents.",How many total people live in your suite or apartment unit?,"In the last 30 days, how would you describe your relationship with your roommate(s)? - Selected Choice","Other, please specify Text for how would you describe your relationship with your roommate(s) in last 30 days?",I initiate open communication and discussion,I seek advice from my parents or family,I use the Shared Living Agreement to guide discussion/conversation,I seek assistance from my student leader (RA or CA),I seek assistance from my residence hall coordinator (RHC),I have submitted a room switch request due to a roommate conflict,"I avoid conflict or confrontation, so I don't address the issue.",My roommate(s) and I do not have any conflicts,"You have indicated you have not reached out for support from your Residence Hall Coordinator (RHC) or student leader (RA or CA), please tell us why:","Feeling a sense of belonging within the university community (Sense of belonging is the feeling that we have satisfied our emotional need to belong to a community or group because we feel accepted, included, respected, and supported by a group)",Forming meaningful connections and friendships with other students within the university community,Feeling the university supports my personal and academic development,How can we improve your sense of belonging within the university community?,Attended a floor event or program,Participated in Hall/Community Council or an RHA event,Participated in an affinity group event,Why didn't you participate in activities or events in your residential community?,Attended a campus event,Participated in a campus club or organization,Participated in Greek life,Participated in undergraduate research,Participated in an internship on campus,Participated in an internship off campus,Worked a job on campus,Worked a job off campus,Participated in a religious or spiritual group,Participated in a volunteer or community service organization,Other for have you participated in the following extracurricular activities or events In the last 30 days?,"Other, please specify te for have you participated in the following extracurricular activities or events In the last 30 days?",Fellow students in my residential community,Student leaders (RA or CA),Residence Hall Coordinator (RHC),Coordinated Care Advisor (CCA),One-on-one meetings with professors or instructors,Major or program advisor,Classmates or fellow students in my program or courses,"Campus staff (administrative, support, or service staff)","Eat at an on campus eatery (Food trucks, restaurants, food court)",Prepared a meal on my own,Eat with friends,Eat alone,how confident are you that you can make healthy food choices?,"how confident are you in preparing a nutritious, healthy meal for yourself?","Have you reached out to Well-being & Health Promotion for nutritional resources? If not, why not?",How would you rate your mental health during the last 30 days?,"Have you reached out to SDSU Counseling and Psychological Services for mental health resources? If not, why not?",How would you rate your physical health during the last 30 days?,"Have you reached out to Student Health Services for physical health resources? If not, why not?","In the last 30 days, have you been physically ill (e.g., flu, cold, etc.)?",Did you receive a medical diagnosis for your illness?,Hall,State,Country,Residency,RLC_Updated,RLC_GroupCoded,Coded_RoomType,Coded_ClassLevel,Classification,Gender,Type of Building,AttendStatus
October,474,R_9pELNsySVCpS3tf,Neutral,Did not answer,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Did not answer,Neutral,Neutral,Satisfied,Did not answer,Safe,Safe,Neutral,Did not answer,No,I do not know how to submit a service request.,Did not answer,Agree,"3, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,"I have for other things, just not roommate conflict.",Agree,Agree,Agree,Did not answer,Yes,No,No,I didnt know about them,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Did not answer,Did not answer,Yes,Yes,Yes,No,Yes,Yes,Yes,No,More than 10 Times,6-10 Times,More than 10 Times,6-10 Times,3,2,"No, I didnt know that was a thing.",Good,Did not answer,Neutral,Did not answer,"Yes, I got ill while living on campus in the last 30 days.",No,Tenochca,CA,United States of America,California Resident,Discover San Diego State,Residential Learning Communities,Triple,Freshman,New,F,First Year,ATTENDING
October,289,R_QggRu8ut5lNmuDn,Satisfied,Did not answer,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Not sure what it is,Neutral,Unsatisfied,Satisfied,Bathroom gets too dirty,Safe,Safe,Neutral,Did not answer,Yes,Did not answer,Did not answer,Agree,"3, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,No need to yet,Agree,Neutral,Neutral,Did not answer,No,No,No,Other conflicting plans,Yes,No,No,No,No,No,No,No,No,No,Did not answer,Did not answer,Yes,Yes,No,No,No,No,Yes,No,More than 10 Times,1-5 Times,More than 10 Times,1-5 Times,2,1,No. Unsure of this resource,Poor,No need,Good,Did not answer,"Yes, I got ill while living on campus in the last 30 days.",No,Olmeca,CA,United States of America,California Resident,No Theme or Residential Learning/Living Community,No Learning Community,Triple,Freshman,New,M,First Year,ATTENDING
October,282,R_1png3Q7VGj4obRG,Neutral,Did not answer,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,no need,Neutral,Unsatisfied,Unsatisfied,lots of trash and stains on furniture,Safe,Neutral,Neutral,Did not answer,No,I did not have any maintenance needs.,Did not answer,Agree,"3, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Not needed,Agree,Agree,Agree,Did not answer,Not Applicable,Not Applicable,Not Applicable,Did not answer,Yes,Yes,No,No,No,No,No,Yes,No,No,Did not answer,Did not answer,Yes,No,No,No,No,Yes,Yes,No,1-5 Times,1-5 Times,1-5 Times,1-5 Times,5,5,Did not answer,Poor,not needed,Excellent,Did not answer,"Yes, I got ill while living on campus in the last 30 days.",Yes,Maya,CA,United States of America,California Resident,Pre-Law,Residential Learning Communities,Triple,Freshman,New,F,First Year,ATTENDING
October,587,R_BMaGAu59Ae5ZQPL,Satisfied,Did not answer,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,I can't find a time to.,Neutral,Neutral,Neutral,Did not answer,Safe,Safe,Neutral,Did not answer,Yes,Did not answer,Did not answer,Agree,"4, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,I do not feel the need to.,Agree,Agree,Agree,Did not answer,Yes,No,No,Often during my evening class.,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Did not answer,Did not answer,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,More than 10 Times,1-5 Times,More than 10 Times,1-5 Times,3,3,Did not answer,Good,Did not answer,Good,Did not answer,"Yes, I got ill while living on campus in the last 30 days.",No,Huaxyacac,CA,United States of America,California Resident,No Theme or Residential Learning/Living Community,No Learning Community,Quad,Freshman,New,F,First Year,ATTENDING
October,393,R_27QEhFl332wRyQT,Neutral,Did not answer,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Not Applicable,Not Applicable,Yes,Yes,Not Applicable,No,I haven't been struggling enough in my classes to feel like I really needed to go.,Neutral,Neutral,Unsatisfied,"A lot of the cushions on the outdoor furniture are really torn up. I also heard that the accumulation of hair in the women‚s restroom is really disgusting. Finally, my floor always just smells generally bad.",Safe,Safe,Safe,Did not answer,No,I did not have any maintenance needs.,Did not answer,Agree,"2, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,I haven't had a reason to.,Disagree,Disagree,Neutral,"There are virtually no LGBT resources. I know that there is the Pride Center because I Googled it, but I‚m not sure what exactly it even is. There are no groups for LGBT students that I‚ve heard of and there have been no events for LGBT students. I‚m bisexual, which I never really identified with before college because I‚ve been in a long-term heterosexual relationship. However, I‚m finding now that I very much do feel personally affected by homophobia.",Yes,No,No,I haven't heard anything about affinity groups.,Yes,No,No,No,No,No,No,No,No,No,No,Did not answer,Yes,No,No,No,Yes,No,Yes,No,More than 10 Times,More than 10 Times,6-10 Times,More than 10 Times,5,5,Did not answer,Poor,"I haven't reached out to the counseling and psychological services because I don't feel like I‚m in a state of crisis. I‚m not doing great, but if I go to counseling and they ask me what‚s wrong, I don't think I could tell them anything that they could help me with.",Good,Did not answer,"No, I haven't gotten ill in the last 30 days.",Did not answer,Zura,CA,United States of America,California Resident,Weber Honors College,Residential Learning Communities,Triple,Freshman,New,M,First Year,ATTENDING
October,546,R_1DTQE8lBvJK3UpM,Satisfied,Did not answer,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I don't know where it is,Neutral,Satisfied,Satisfied,Did not answer,Safe,Safe,Safe,Did not answer,No,I did not have any maintenance needs.,Did not answer,Agree,"3, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Did not answer,Agree,Agree,Agree,Did not answer,Yes,Yes,Yes,Did not answer,Yes,Yes,No,No,No,No,No,No,No,No,Did not answer,Did not answer,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1-5 Times,1-5 Times,6-10 Times,1-5 Times,5,5,Did not answer,Excellent,Did not answer,Excellent,Did not answer,"No, I haven't gotten ill in the last 30 days.",Did not answer,Huaxyacac,CA,United States of America,California Resident,No Theme or Residential Learning/Living Community,No Learning Community,Triple,Freshman,New,F,First Year,NOT ENROLLED
October,329,R_dczKkvCGJGrNXyN,Satisfied,Did not answer,Yes,No,Yes,Yes,Yes,Not Applicable,Yes,No,No,No,No,No,No,I use my athlete services to study and for a private space.,Satisfied,Satisfied,Satisfied,Did not answer,Safe,Safe,Safe,Did not answer,Yes,Did not answer,Did not answer,Agree,"4, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Did not answer,Agree,Agree,Agree,Did not answer,Yes,No,No,Dont have time,Yes,No,No,Yes,No,No,No,No,No,No,No,Did not answer,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than 10 Times,1-5 Times,More than 10 Times,6-10 Times,4,4,Did not answer,Excellent,Did not answer,Excellent,Did not answer,"Yes, I got ill while living on campus in the last 30 days.",Yes,University Towers,MD,United States of America,Out of State,No Theme or Residential Learning/Living Community,No Learning Community,Double,Freshman,New,F,First Year,ATTENDING
October,691,R_ByvV6plYCKSwo01,Neutral,Did not answer,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,"honestly, forget it's there and don't feel like I always need it",Unsatisfied,Neutral,Unsatisfied,"our bathrooms are never kept clean, not because of the cleaning lady but because people don't pick up after themselves",Neutral,Neutral,Neutral,Did not answer,Yes,Did not answer,Did not answer,Agree,"3, including myself","Neutral, I don't interact with my roommates, but we can coexist in the same space.",Did not answer,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Neutral,just don't want to deal with it,Agree,Agree,Neutral,Did not answer,No,No,No,I've been busy with school work and sorority life,No,No,Yes,No,No,No,No,No,No,Yes,Did not answer,Did not answer,Yes,Yes,No,No,No,No,Yes,No,6-10 Times,1-5 Times,1-5 Times,1-5 Times,3,3,Did not answer,Good,Did not answer,Neutral,Did not answer,"Yes, I got ill while living on campus in the last 30 days.",No,Maya,CA,United States of America,California Resident,Future Education Professionals,Residential Learning Communities,Triple,Freshman,New,F,First Year,NOT ENROLLED
October,314,R_9Wz2Enqw00DbUHv,Satisfied,Did not answer,Yes,Yes,Yes,Not Applicable,Yes,Not Applicable,Yes,Not Applicable,Not Applicable,No,No,No,Yes,Did not answer,Neutral,Neutral,Neutral,Did not answer,Safe,Safe,Safe,Did not answer,No,I did not have any maintenance needs.,Did not answer,Agree,"3, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Did not answer,Neutral,Neutral,Neutral,Did not answer,Yes,Yes,No,Busy,No,No,No,No,No,No,No,No,No,No,Did not answer,Did not answer,Yes,Yes,No,No,No,No,Yes,No,More than 10 Times,1-5 Times,6-10 Times,1-5 Times,5,4,Did not answer,Neutral,Did not answer,Neutral,Did not answer,"No, I haven't gotten ill in the last 30 days.",Did not answer,Chapultepec,CA,United States of America,California Resident,No Theme or Residential Learning/Living Community,No Learning Community,Triple,Freshman,New,F,First Year,ATTENDING
October,229,R_3KwmXfFk4GoeWxa,Satisfied,Did not answer,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,I don't need it or know what it is,Satisfied,Satisfied,Satisfied,Did not answer,Safe,Safe,Neutral,Did not answer,No,I did not have any maintenance needs.,Did not answer,Agree,"3, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Did not answer,Agree,Agree,Agree,Did not answer,No,No,No,I have class or work,Yes,Yes,No,No,No,No,No,Yes,No,No,Not Applicable,Did not answer,Yes,Yes,No,Yes,Yes,No,Yes,Yes,More than 10 Times,0 Times,6-10 Times,1-5 Times,4,5,Did not answer,Neutral,Did not answer,Good,Did not answer,"Yes, I got ill while living on campus in the last 30 days.",No,Zura,CA,United States of America,California Resident,Pride House,Residential Learning Communities,Triple,Freshman,New,F,First Year,ATTENDING
October,58,R_12PyNTbtTMAwWEQ,Satisfied,Did not answer,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,I don't know where it is,Satisfied,Satisfied,Satisfied,Did not answer,Safe,Safe,Neutral,Did not answer,No,I did not have any maintenance needs.,Did not answer,Agree,"2, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Did not answer,Neutral,Agree,Agree,Did not answer,Yes,Yes,No,Did not answer,Yes,No,Yes,No,No,No,Not Applicable,Not Applicable,No,No,Did not answer,Did not answer,Yes,Yes,Yes,Yes,No,No,Yes,Yes,More than 10 Times,1-5 Times,6-10 Times,1-5 Times,2,1,No because I didn't know this was a resource,Neutral,Did not answer,Neutral,Did not answer,Unsure,Did not answer,Zura,CA,United States of America,California Resident,Weber Honors College,Residential Learning Communities,Triple,Freshman,New,F,First Year,ATTENDING
October,478,R_3MfcKPlsgo42tvu,Satisfied,Did not answer,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Not Applicable,Yes,Yes,Not Applicable,No,I do not know what that is and I did not know they exist,Satisfied,Satisfied,Satisfied,Did not answer,Safe,Safe,Neutral,Did not answer,No,I did not have any maintenance needs.,Did not answer,Agree,"3, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,"I have not had a conflict big enough where i thought our RA had to get involved, me and my roommates were able to work things out on our own",Agree,Agree,Neutral,Did not answer,Yes,Yes,No,I didnt know there were any,Yes,Yes,Yes,No,No,No,No,No,No,No,Did not answer,Did not answer,Yes,Yes,No,No,Yes,No,Yes,Yes,More than 10 Times,0 Times,More than 10 Times,1-5 Times,4,4,Did not answer,Good,Did not answer,Good,Did not answer,"Yes, I got ill while living on campus in the last 30 days.",Yes,Chapultepec,CA,United States of America,California Resident,Health and Healing,Residential Learning Communities,Triple,Freshman,New,F,First Year,ATTENDING
October,47,R_XwccXbSEwBgZ6Jb,Neutral,Did not answer,Did not answer,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,I don't know where it is,Unsatisfied,Neutral,Neutral,It is mostly the college students themselves who can make the areas messy sometimes,Safe,Neutral,Unsafe,More people on standby near public transportation,No,I did not have any maintenance needs.,Did not answer,Agree,"3, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,I haven't needed to,Disagree,Disagree,Neutral,I moved in late because of Covid so I didn't get to meet anyone from events and such.,No,Yes,No,I haven't had time with school,Yes,Yes,No,No,No,No,No,No,No,No,Did not answer,Did not answer,Yes,Yes,No,Yes,Yes,No,Yes,No,More than 10 Times,1-5 Times,More than 10 Times,More than 10 Times,3,3,Did not answer,Poor,Yes I have,Neutral,Did not answer,"No, I haven't gotten ill in the last 30 days.",Did not answer,Huaxyacac,CA,United States of America,California Resident,No Theme or Residential Learning/Living Community,No Learning Community,Triple,Freshman,New,F,First Year,ATTENDING
October,143,R_3G1X82mZvTaoWeQ,Neutral,Did not answer,Did not answer,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Haven't gotten a chance to go.,Neutral,Satisfied,Neutral,Did not answer,Safe,Neutral,Neutral,Did not answer,No,I did not have any maintenance needs.,Did not answer,Agree,"3, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Did not answer,Neutral,Neutral,Agree,Did not answer,No,No,No,Did not have time with homework,Yes,No,No,No,No,No,No,No,No,No,Did not answer,Did not answer,Yes,Yes,No,Yes,No,No,No,Yes,More than 10 Times,1-5 Times,More than 10 Times,More than 10 Times,4,4,Did not answer,Good,Did not answer,Good,Did not answer,"Yes, I got ill while living on campus in the last 30 days.",No,Huaxyacac,CA,United States of America,Out of State,No Theme or Residential Learning/Living Community,No Learning Community,Triple,Freshman,New,F,First Year,NOT ENROLLED
October,751,R_sOvIPGNpwczD9e1,Satisfied,Did not answer,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,I just haven't gone yet. I don't know why,Satisfied,Satisfied,Satisfied,Did not answer,Safe,Safe,Neutral,Did not answer,Unsure,Did not answer,Did not answer,Agree,"3, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Did not answer,Agree,Agree,Neutral,Did not answer,Not Applicable,No,No,"Other things around campus(clubs, orgs, intramurals)",Yes,Yes,Not Applicable,No,No,No,Yes,No,No,No,Did not answer,Did not answer,Yes,Yes,No,Yes,No,No,Yes,Not Applicable,More than 10 Times,6-10 Times,1-5 Times,More than 10 Times,4,3,Did not answer,Good,Did not answer,Good,Did not answer,"No, I haven't gotten ill in the last 30 days.",Did not answer,Zura,CA,United States of America,California Resident,Weber Honors College,Residential Learning Communities,Triple,Freshman,New,M,First Year,ATTENDING
October,663,R_yWvRmZP4wg4xDb3,Satisfied,Did not answer,Did not answer,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,.,Neutral,Satisfied,Satisfied,Did not answer,Safe,Safe,Safe,Did not answer,No,I did not have any maintenance needs.,Did not answer,Agree,"3, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Did not answer,Disagree,Agree,Neutral,.,Yes,No,Yes,.,Yes,No,Yes,No,No,No,No,No,No,No,Did not answer,Did not answer,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,More than 10 Times,0 Times,More than 10 Times,1-5 Times,5,4,Did not answer,Neutral,Did not answer,Neutral,Did not answer,"Yes, I got ill while living on campus in the last 30 days.",No,Huaxyacac,WA,United States of America,Out of State,No Theme or Residential Learning/Living Community,No Learning Community,Triple,Freshman,New,M,First Year,ATTENDING
October,375,R_XLqmxSYm6o7tTHP,Satisfied,Did not answer,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,I can study in my room just fine,Satisfied,Satisfied,Satisfied,Did not answer,Safe,Safe,Neutral,Did not answer,Yes,Did not answer,Did not answer,Agree,"2, including myself","Satisfied, most of us get along well and we usually work together to resolve conflicts.",Did not answer,Agree,Agree,Agree,Agree,Neutral,Disagree,Did not answer,Neutral,Did not answer,Agree,Agree,Agree,Did not answer,Yes,Yes,No,Not enough time in the day,Yes,Yes,No,No,No,No,No,No,No,No,Did not answer,Did not answer,Yes,Yes,No,Yes,Yes,No,Yes,Yes,More than 10 Times,1-5 Times,More than 10 Times,1-5 Times,3,3,Did not answer,Good,Did not answer,Good,Did not answer,"Yes, I got ill while living on campus in the last 30 days.",No,University Towers,CA,United States of America,California Resident,Aztec Engineering,Thematic Living Communities,Double,Freshman,New,M,First Year,ATTENDING
October,365,R_3Ic7pBkrW7SMEbr,Neutral,Did not answer,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,I didn't think I needed to yet.,Neutral,Neutral,Satisfied,Did not answer,Safe,Safe,Safe,Did not answer,No,I did not have any maintenance needs.,Did not answer,Agree,"3, including myself","Unsatisfied, most of us don't get along well, and we usually are not able to resolve conflicts.",Did not answer,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Did not answer,Agree,Agree,Agree,Did not answer,No,No,No,I haven't had time to.,Yes,No,No,No,No,No,No,No,No,No,Did not answer,Did not answer,Yes,Yes,No,No,No,Yes,Yes,No,1-5 Times,6-10 Times,0 Times,6-10 Times,4,4,Did not answer,Good,Did not answer,Good,Did not answer,"Yes, I got ill while living on campus in the last 30 days.",No,Maya,HI,United States of America,Out of State,Women in Science and Engineering,Residential Learning Communities,Triple,Freshman,New,F,First Year,ATTENDING
